0,1,256,0,16711,16716,22872,8224,8224,10,0,0,0,0,0
0,1280,1,0,0,0,0,0,1,0,-5.0,0,0,0,0,0,0
1,7680,1,0,0,0,0,0,1,0,-5.0,0,0,0,0,0,0
0,1280,1,0,0,0,0,0,1,0,50.0,0,0,0,0,0,0
1,7680,1,0,0,0,0,0,1,0,50.0,0,0,0,0,0,0
0,1280,1,0,0,0,0,0,1,0,-5.0,0,0,0,0,0,0
1,7680,1,0,0,0,0,0,1,0,-5.0,0,0,0,0,0,0
0,1280,1,0,0,0,0,0,1,0,50.0,0,0.0,0,0,0,0
1,7680,1,0,0,0,0,0,1,0,50.0,0,0.0,0,0,0,0
0,1280,1,0,0,0,0,0,1,0,25.0,0,0.0,0,0,0,0
8,0,1,0,0,0,0,0,1,0,25.0,0,0.0,0,0,0,0
8,0,1,0,0,0,0,0,1,0,25.0,0,0.0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
