0,0,0,0,16711,18764,17740,8271,8224,10,0,0,0,0,0
0,3,3,0,0,0,0,32.0,1,0,0,10,0,0,0
0,7680,3,0,0,0,0,32.0,1,0,0,10,0,0,0
0,768,3,0,0,0,0,32.0,1,0,50,10,0,0,0
0,7680,3,0,0,0,0,50,1,0,50,10,0,0,0
0,3,3,0,0,0,0,32.0,1,0,0,10,0,0,0
0,7680,3,0,0,0,0,32.0,1,0,0,10,0,0,0
0,768,3,0,0,0,0,32.0,1,0,50,10,0,0,0
0,7680,3,0,0,0,0,32.0,1,0,50,10,0,0,0
0,1,3,0,0,0,0,32.0,1,0,20,5,0,0,0
2,0,3,0,0,0,0,32.0,1,0,20,5,0,0,0
0,1,3,0,0,0,0,32.0,1,0,30,5,0,0,0
0,1280,3,0,0,0,0,32.0,1,0,30,5,0,0,0
0,1,3,0,0,0,0,32.0,1,0,40,5,0,0,0
0,1280,3,0,0,0,0,32.0,1,0,40,5,0,0,0
0,1,3,0,0,0,0,32.0,1,0,50,45,0,0,0
0,11520,3,0,0,0,0,32.0,1,0,50,45,0,0,0
0,1,3,0,0,0,0,32.0,1,0,50,5,0,0,0
1,0,3,0,0,0,0,32.0,1,0,50,5,0,0,0
0,1,3,0,0,0,0,32.0,1,0,25,5,0,0,0
1,0,3,0,0,0,0,32.0,1,0,25,5,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0
